species,decimalLatitude,decimalLongitude,eventDate,geometry
Physcomitrella patens,50.886347,-2.646072,2005-10-01,POINT (-2.646072 50.886347)
Physcomitrella patens,53.312426,-1.94893,2003-09-21,POINT (-1.94893 53.312426)
Physcomitrella patens,50.692769,-4.231277,2004-10-12,POINT (-4.231277 50.692769)
Physcomitrella patens,51.865492,-4.261917,2013-08-07,POINT (-4.261917 51.865492)
Physcomitrella patens,52.343608,-9.357261,2009-07-07,POINT (-9.357261 52.343608)
Physcomitrella patens,52.373022,-1.927982,,POINT (-1.927982 52.373022)
Physcomitrella patens,52.308793,-0.000636,2006-10-17,POINT (-0.000636 52.308793)
Physcomitrella patens,52.71854,-1.176091,1984-12-08,POINT (-1.176091 52.71854)
Physcomitrella patens,55.857088,-3.338127,2003-07-27,POINT (-3.338127 55.857088)
Physcomitrella patens,55.966722,-2.562269,1977,POINT (-2.562269 55.966722)
Physcomitrella patens,50.868497,-4.438643,,POINT (-4.438643 50.868497)
Physcomitrella patens,52.45752,0.808333,2019-10-08,POINT (0.808333 52.45752)
Physcomitrella patens,52.088358,-2.592508,2012-02-12,POINT (-2.592508 52.088358)
Physcomitrella patens,51.019493,-0.932106,1972-10-29,POINT (-0.932106 51.019493)
Physcomitrella patens,51.460183,-0.202123,1798-07,POINT (-0.202123 51.460183)
Physcomitrella patens,51.023831,-1.644923,1995-07-24,POINT (-1.644923 51.023831)
Physcomitrella patens,50.652276,-4.455719,,POINT (-4.455719 50.652276)
Physcomitrella patens,51.24206,-2.782124,2014-11-30,POINT (-2.782124 51.24206)
Physcomitrella patens,50.92916,-0.332889,2020-10-17,POINT (-0.332889 50.92916)
Physcomitrella patens,51.909518,-0.184234,1975,POINT (-0.184234 51.909518)
Physcomitrella patens,54.303733,-6.519122,2002,POINT (-6.519122 54.303733)
Physcomitrella patens,53.1736,-3.422741,1971-08-14,POINT (-3.422741 53.1736)
Physcomitrella patens,54.628209,-5.767133,2002-07,POINT (-5.767133 54.628209)
Physcomitrella patens,53.721195,-1.774166,,POINT (-1.774166 53.721195)
Physcomitrella patens,53.312418,-1.933921,2003-09-21,POINT (-1.933921 53.312418)
Physcomitrella patens,52.750732,-1.151779,1988-07-13,POINT (-1.151779 52.750732)
Physcomitrella patens,51.245732,1.36578,,POINT (1.36578 51.245732)
Physcomitrella patens,53.500199,-1.511524,2006-09-22,POINT (-1.511524 53.500199)
Physcomitrella patens,53.309594,-8.027815,2007-09-06,POINT (-8.027815 53.309594)
Physcomitrella patens,52.305441,0.290313,2005-10-15,POINT (0.290313 52.305441)
Physcomitrella patens,51.941942,-3.706483,2022-09-23,POINT (-3.706483 51.941942)
Physcomitrella patens,52.341693,-2.846157,2004-07,POINT (-2.846157 52.341693)
Physcomitrella patens,51.390179,0.415361,,POINT (0.415361 51.390179)
Physcomitrella patens,54.077971,-2.842109,,POINT (-2.842109 54.077971)
Physcomitrella patens,51.33379,-2.70976,2016-11-04,POINT (-2.70976 51.33379)
Physcomitrella patens,55.601585,-2.787162,2013-09-14,POINT (-2.787162 55.601585)
Physcomitrella patens,53.000419,-2.671977,1979,POINT (-2.671977 53.000419)
Physcomitrella patens,53.173641,-0.58017,1992-09-01,POINT (-0.58017 53.173641)
Physcomitrella patens,51.053722,-0.117315,2001-10-23,POINT (-0.117315 51.053722)
Physcomitrella patens,52.096208,0.081019,1978-10-08,POINT (0.081019 52.096208)
Physcomitrella patens,52.379819,0.077947,2006-08-02,POINT (0.077947 52.379819)
Physcomitrella patens,52.029436,-1.244201,1979-10-14,POINT (-1.244201 52.029436)
Physcomitrella patens,51.658868,-5.042645,2005-09-22,POINT (-5.042645 51.658868)
Physcomitrella patens,51.91677,0.623128,1971-05-31,POINT (0.623128 51.91677)
Physcomitrella patens,52.091407,-0.322833,,POINT (-0.322833 52.091407)
Physcomitrella patens,54.980884,-7.652788,2016-08-10,POINT (-7.652788 54.980884)
Physcomitrella patens,53.09305,-8.821698,1979-08-10,POINT (-8.821698 53.09305)
Physcomitrella patens,52.095643,0.062013,2001-08-05,POINT (0.062013 52.095643)
Physcomitrella patens,51.049718,0.374058,2000-02-19,POINT (0.374058 51.049718)
Physcomitrella patens,53.822005,-2.81418,1982-07-06,POINT (-2.81418 53.822005)
Physcomitrella patens,52.355293,-0.995651,2002-10-08,POINT (-0.995651 52.355293)
Physcomitrella patens,53.390736,-1.212042,2008-08-21,POINT (-1.212042 53.390736)
Physcomitrella patens,51.740133,-2.408125,2010-06-19,POINT (-2.408125 51.740133)
Physcomitrella patens,52.654547,-0.259301,2018-08-21,POINT (-0.259301 52.654547)
Physcomitrella patens,52.098266,-0.906542,1968,POINT (-0.906542 52.098266)
Physcomitrella patens,50.88327,0.120336,2015-07-02,POINT (0.120336 50.88327)
Physcomitrella patens,51.748218,-4.227148,2013-07-17,POINT (-4.227148 51.748218)
Physcomitrella patens,52.494791,-2.12589,2003-11-26,POINT (-2.12589 52.494791)
Physcomitrella patens,52.725977,-0.742832,,POINT (-0.742832 52.725977)
Physcomitrella patens,51.013739,-2.260103,1969-09,POINT (-2.260103 51.013739)
Physcomitrella patens,51.562784,-2.506305,,POINT (-2.506305 51.562784)
Physcomitrella patens,54.033427,-7.961827,2000-08-26,POINT (-7.961827 54.033427)
Physcomitrella patens,53.791563,-9.398319,2003-09-28,POINT (-9.398319 53.791563)
Physcomitrella patens,50.963354,0.447058,2005-10-17,POINT (0.447058 50.963354)
Physcomitrella patens,53.714277,-6.410405,1978,POINT (-6.410405 53.714277)
Physcomitrella patens,52.219339,0.665086,2003-10-06,POINT (0.665086 52.219339)
Physcomitrella patens,50.932683,-2.641733,,POINT (-2.641733 50.932683)
Physcomitrella patens,52.286548,0.381715,2011-12-28,POINT (0.381715 52.286548)
Physcomitrella patens,53.057876,-1.614267,2018-09-11,POINT (-1.614267 53.057876)
Physcomitrella patens,51.346284,-2.588986,2015-09-19,POINT (-2.588986 51.346284)
Physcomitrella patens,52.313877,-0.027622,2009-10-04,POINT (-0.027622 52.313877)
Physcomitrella patens,52.090843,0.079309,1979-09-04,POINT (0.079309 52.090843)
Physcomitrella patens,56.293022,-2.849789,1984,POINT (-2.849789 56.293022)
Physcomitrella patens,55.787926,-4.369831,2000-09-02,POINT (-4.369831 55.787926)
Physcomitrella patens,51.638736,-2.827225,2003-08-23,POINT (-2.827225 51.638736)
Physcomitrella patens,51.653767,-2.073672,1980,POINT (-2.073672 51.653767)
Physcomitrella patens,52.198297,-0.589507,1983-03-12,POINT (-0.589507 52.198297)
Physcomitrella patens,55.602482,-2.780434,2013-09-14,POINT (-2.780434 55.602482)
Physcomitrella patens,52.196928,0.27295,2009-10-17,POINT (0.27295 52.196928)
Physcomitrella patens,53.900569,-1.621011,1978-08,POINT (-1.621011 53.900569)
Physcomitrella patens,51.106437,-0.644421,,POINT (-0.644421 51.106437)
Physcomitrella patens,53.901143,-1.92539,,POINT (-1.92539 53.901143)
Physcomitrella patens,50.192943,-5.216749,2005-11-01,POINT (-5.216749 50.192943)
Physcomitrella patens,52.304259,0.288712,2006-10-18,POINT (0.288712 52.304259)
Physcomitrella patens,51.464242,-0.489888,1926-09,POINT (-0.489888 51.464242)
Physcomitrella patens,51.450133,-2.827769,2021-06-28,POINT (-2.827769 51.450133)
Physcomitrella patens,51.78282,-2.81471,2019-07-27,POINT (-2.81471 51.78282)
Physcomitrella patens,52.688121,-1.197376,1988-10-10,POINT (-1.197376 52.688121)
Physcomitrella patens,50.215103,-5.386479,,POINT (-5.386479 50.215103)
Physcomitrella patens,51.780074,-2.802267,2004-10-15,POINT (-2.802267 51.780074)
Physcomitrella patens,52.06921,-4.740679,2005-09-25,POINT (-4.740679 52.06921)
Physcomitrella patens,51.342349,-2.602287,2015-09-19,POINT (-2.602287 51.342349)
Physcomitrella patens,52.729829,-2.815892,1901,POINT (-2.815892 52.729829)
Physcomitrella patens,51.737273,-0.770453,1968,POINT (-0.770453 51.737273)
Physcomitrella patens,51.615112,-4.924139,2005-08-22,POINT (-4.924139 51.615112)
Physcomitrella patens,51.722538,-4.253396,2013-07-17,POINT (-4.253396 51.722538)
Physcomitrella patens,52.093144,-0.84098,1967-08-20,POINT (-0.84098 52.093144)
Physcomitrella patens,51.694292,-4.802976,2021-09-21,POINT (-4.802976 51.694292)
Physcomitrella patens,51.864704,-4.153013,2020-07-29,POINT (-4.153013 51.864704)
Physcomitrella patens,51.632682,-3.173666,2020-09-13,POINT (-3.173666 51.632682)
Physcomitrella patens,53.790286,-9.399946,2003-09-28,POINT (-9.399946 53.790286)
Physcomitrella patens,51.925851,-8.654858,,POINT (-8.654858 51.925851)
Physcomitrella patens,52.569941,0.352035,2016-10-08,POINT (0.352035 52.569941)
Physcomitrella patens,50.183964,-5.216146,,POINT (-5.216146 50.183964)
Physcomitrella patens,52.197847,0.24373,2005-11-12,POINT (0.24373 52.197847)
Physcomitrella patens,55.857054,-3.333013,2003-08-01,POINT (-3.333013 55.857054)
Physcomitrella patens,51.229321,-2.073061,2016-08-15,POINT (-2.073061 51.229321)
Physcomitrella patens,56.055014,-4.498626,1980,POINT (-4.498626 56.055014)
Physcomitrella patens,54.000844,-2.401261,2003-11-21,POINT (-2.401261 54.000844)
Physcomitrella patens,51.197905,-0.784864,,POINT (-0.784864 51.197905)
Physcomitrella patens,51.197905,-0.784864,,POINT (-0.784864 51.197905)
Physcomitrella patens,51.637837,-2.827209,2003-11-22,POINT (-2.827209 51.637837)
Physcomitrella patens,52.837416,1.210435,2003-10-05,POINT (1.210435 52.837416)
Physcomitrella patens,53.526801,-0.115792,1966,POINT (-0.115792 53.526801)
Physcomitrella patens,54.058699,-7.426036,2001-08-24,POINT (-7.426036 54.058699)
Physcomitrella patens,51.865328,-4.263433,2013-08-07,POINT (-4.263433 51.865328)
Physcomitrella patens,52.206048,0.098588,1951-11-24,POINT (0.098588 52.206048)
Physcomitrella patens,51.713219,0.676477,1890,POINT (0.676477 51.713219)
Physcomitrella patens,52.185859,0.828412,1971-10-03,POINT (0.828412 52.185859)
Physcomitrella patens,53.321425,-2.008968,2018-09-06,POINT (-2.008968 53.321425)
Physcomitrella patens,53.397993,-1.739033,2018-09-19,POINT (-1.739033 53.397993)
Physcomitrella patens,50.96137,-1.134926,1960-07,POINT (-1.134926 50.96137)
Physcomitrella patens,52.268873,-1.153676,2003-11-12,POINT (-1.153676 52.268873)
Physcomitrella patens,51.961924,0.974426,2002-10-04,POINT (0.974426 51.961924)
Physcomitrella patens,52.969483,-1.428184,2011-08-30,POINT (-1.428184 52.969483)
Physcomitrella patens,50.94071,-2.335128,1971,POINT (-2.335128 50.94071)
Physcomitrella patens,53.240497,-2.083869,1994-09-22,POINT (-2.083869 53.240497)
Physcomitrella patens,51.174308,0.64514,,POINT (0.64514 51.174308)
Physcomitrella patens,53.840097,-1.137523,2010-09-14,POINT (-1.137523 53.840097)
Physcomitrella patens,54.283937,-6.610965,2002-09-16,POINT (-6.610965 54.283937)
Physcomitrella patens,51.991824,0.256064,,POINT (0.256064 51.991824)
Physcomitrella patens,53.470416,-1.044851,2010-10-25,POINT (-1.044851 53.470416)
Physcomitrella patens,52.490114,-0.226695,1983,POINT (-0.226695 52.490114)
Physcomitrella patens,53.091055,-2.524068,1987,POINT (-2.524068 53.091055)
Physcomitrella patens,51.197905,-0.784864,,POINT (-0.784864 51.197905)
Physcomitrella patens,50.955353,0.011128,2016-08-09,POINT (0.011128 50.955353)
Physcomitrella patens,51.656453,-1.34366,,POINT (-1.34366 51.656453)
Physcomitrella patens,54.349346,-1.463052,1967-09-05,POINT (-1.463052 54.349346)
Physcomitrella patens,54.752624,-5.865144,1999-08-18,POINT (-5.865144 54.752624)
Physcomitrella patens,52.646067,-2.52612,2015-08-16,POINT (-2.52612 52.646067)
Physcomitrella patens,51.563318,-2.362049,,POINT (-2.362049 51.563318)
Physcomitrella patens,50.101079,-5.588228,2005-10-27,POINT (-5.588228 50.101079)
Physcomitrella patens,53.258877,-3.433066,1971,POINT (-3.433066 53.258877)
Physcomitrella patens,53.081578,-1.734977,1997-09-07,POINT (-1.734977 53.081578)
Physcomitrella patens,51.460126,-2.786927,2012-09-02,POINT (-2.786927 51.460126)
Physcomitrella patens,50.924911,-0.507416,,POINT (-0.507416 50.924911)
Physcomitrella patens,52.694667,-1.235727,1988-09-19,POINT (-1.235727 52.694667)
Physcomitrella patens,52.185076,-0.611867,1968,POINT (-0.611867 52.185076)
Physcomitrella patens,51.216135,0.139174,2019-10-20,POINT (0.139174 51.216135)
Physcomitrella patens,53.41964,-1.602728,2009-10-31,POINT (-1.602728 53.41964)
Physcomitrella patens,53.89277,-2.967722,1986-09-26,POINT (-2.967722 53.89277)
Physcomitrella patens,51.831032,-4.023684,2013-08-01,POINT (-4.023684 51.831032)
Physcomitrella patens,51.095982,0.069354,,POINT (0.069354 51.095982)
Physcomitrella patens,51.462254,-3.656783,,POINT (-3.656783 51.462254)
Physcomitrella patens,53.833755,-2.024275,2013-10-05,POINT (-2.024275 53.833755)
Physcomitrella patens,53.62865,-1.169814,,POINT (-1.169814 53.62865)
Physcomitrella patens,55.960465,-3.363077,1911-10-07,POINT (-3.363077 55.960465)
Physcomitrella patens,50.276812,-5.110102,,POINT (-5.110102 50.276812)
Physcomitrella patens,52.809367,-1.505205,2018-10-24,POINT (-1.505205 52.809367)
Physcomitrella patens,50.838296,-0.794226,,POINT (-0.794226 50.838296)
Physcomitrella patens,52.355736,-0.994907,2006-10-19,POINT (-0.994907 52.355736)
Physcomitrella patens,52.357854,1.206604,2001-09-27,POINT (1.206604 52.357854)
Physcomitrella patens,55.872304,-3.200164,,POINT (-3.200164 55.872304)
Physcomitrella patens,52.905722,-0.737636,2006-09-04,POINT (-0.737636 52.905722)
Physcomitrella patens,51.023831,-1.644923,,POINT (-1.644923 51.023831)
Physcomitrella patens,51.177454,0.502235,,POINT (0.502235 51.177454)
Physcomitrella patens,50.933928,0.104137,2016-07-27,POINT (0.104137 50.933928)
Physcomitrella patens,53.941637,-1.680813,2001-11-05,POINT (-1.680813 53.941637)
Physcomitrella patens,53.802634,-0.559007,1977-09-10,POINT (-0.559007 53.802634)
Physcomitrella patens,50.856909,-0.726259,1989-09-12,POINT (-0.726259 50.856909)
Physcomitrella patens,54.751582,-5.782093,1999-08-16,POINT (-5.782093 54.751582)
Physcomitrella patens,52.687897,1.523805,2010-08-05,POINT (1.523805 52.687897)
Physcomitrella patens,53.714277,-6.410405,1978-09-03,POINT (-6.410405 53.714277)
Physcomitrella patens,50.951852,0.55773,2011-08-24,POINT (0.55773 50.951852)
Physcomitrella patens,50.0231,-5.177454,2006-08-28,POINT (-5.177454 50.0231)
Physcomitrella patens,51.100686,-0.216104,,POINT (-0.216104 51.100686)
Physcomitrella patens,53.446077,-1.466976,2003-07-23,POINT (-1.466976 53.446077)
Physcomitrella patens,53.057876,-1.614267,2018-09-11,POINT (-1.614267 53.057876)
Physcomitrella patens,52.186706,-0.758096,,POINT (-0.758096 52.186706)
Physcomitrella patens,51.737114,-4.863932,2006-08-22,POINT (-4.863932 51.737114)
Physcomitrella patens,51.255624,-2.475051,2021-07-20,POINT (-2.475051 51.255624)
Physcomitrella patens,51.460875,-2.802413,2020-12-09,POINT (-2.802413 51.460875)
Physcomitrella patens,53.140407,-1.455816,2018-10-11,POINT (-1.455816 53.140407)
Physcomitrella patens,51.785759,-0.03697,1992-04,POINT (-0.03697 51.785759)
Physcomitrella patens,52.410872,-2.787939,2019-05-19,POINT (-2.787939 52.410872)
Physcomitrella patens,52.380471,0.076655,2006-08-02,POINT (0.076655 52.380471)
Physcomitrella patens,53.620643,-7.955479,2007-09-04,POINT (-7.955479 53.620643)
Physcomitrella patens,50.254061,-5.438354,,POINT (-5.438354 50.254061)
Physcomitrella patens,51.723102,-4.2708,2009-07-17,POINT (-4.2708 51.723102)
Physcomitrella patens,53.073195,-1.626071,2002-09-29,POINT (-1.626071 53.073195)
Physcomitrella patens,52.799026,-1.50458,2018-10-24,POINT (-1.50458 52.799026)
Physcomitrella patens,54.109787,-2.789218,,POINT (-2.789218 54.109787)
Physcomitrella patens,51.383501,-1.642149,,POINT (-1.642149 51.383501)
Physcomitrella patens,53.808392,-1.166268,1983-09,POINT (-1.166268 53.808392)
Physcomitrella patens,54.039516,-7.435001,2001-08-26,POINT (-7.435001 54.039516)
Physcomitrella patens,51.808844,-0.695256,2019-10-10,POINT (-0.695256 51.808844)
Physcomitrella patens,51.819509,-3.366693,2020-08-20,POINT (-3.366693 51.819509)
Physcomitrella patens,52.102774,-1.636425,,POINT (-1.636425 52.102774)
Physcomitrella patens,51.200526,-1.071057,,POINT (-1.071057 51.200526)
Physcomitrella patens,49.988761,-5.27984,1994,POINT (-5.27984 49.988761)
Physcomitrella patens,53.398845,-7.738407,2013-10-11,POINT (-7.738407 53.398845)
Physcomitrella patens,51.380634,-2.522253,2018-10-24,POINT (-2.522253 51.380634)
Physcomitrella patens,54.979581,-1.923411,1967-03-04,POINT (-1.923411 54.979581)
Physcomitrella patens,50.247021,-4.869677,1961-06-29,POINT (-4.869677 50.247021)
Physcomitrella patens,50.131621,-5.156652,,POINT (-5.156652 50.131621)
Physcomitrella patens,51.668458,-0.013122,2011-01-08,POINT (-0.013122 51.668458)
Physcomitrella patens,53.634958,-7.925155,1968,POINT (-7.925155 53.634958)
Physcomitrella patens,51.358602,-2.615355,2016-11-16,POINT (-2.615355 51.358602)
Physcomitrella patens,50.661854,-4.427917,1962-07-16,POINT (-4.427917 50.661854)
Physcomitrella patens,51.024177,-1.787502,,POINT (-1.787502 51.024177)
Physcomitrella patens,50.180004,-5.355975,,POINT (-5.355975 50.180004)
Physcomitrella patens,51.777493,-0.747618,1965-08-01,POINT (-0.747618 51.777493)
Physcomitrella patens,54.60518,-5.911565,1800,POINT (-5.911565 54.60518)
Physcomitrella patens,52.810045,-1.454756,2018-10-24,POINT (-1.454756 52.810045)
Physcomitrella patens,53.656437,-2.410766,2011-07-23,POINT (-2.410766 53.656437)
Physcomitrella patens,52.155312,-1.244995,2005-10-08,POINT (-1.244995 52.155312)
Physcomitrella patens,52.457829,0.814241,2005-10-14,POINT (0.814241 52.457829)
Physcomitrella patens,53.310334,-4.307652,2008-08-20,POINT (-4.307652 53.310334)
Physcomitrella patens,50.835017,-0.510285,,POINT (-0.510285 50.835017)
Physcomitrella patens,51.438188,-2.832228,2016-10-31,POINT (-2.832228 51.438188)
Physcomitrella patens,52.642171,-1.631972,1969,POINT (-1.631972 52.642171)
Physcomitrella patens,52.948326,-2.652461,2015-09-06,POINT (-2.652461 52.948326)
Physcomitrella patens,50.915667,-0.173396,1989-10-10,POINT (-0.173396 50.915667)
Physcomitrella patens,52.933381,-1.398905,2018-11-30,POINT (-1.398905 52.933381)
Physcomitrella patens,51.384776,-1.060147,,POINT (-1.060147 51.384776)
Physcomitrella patens,52.582652,-0.053438,2003-10-12,POINT (-0.053438 52.582652)
Physcomitrella patens,50.100646,-5.602183,2000-09-18,POINT (-5.602183 50.100646)
Physcomitrella patens,51.461563,-2.832654,2015-12-02,POINT (-2.832654 51.461563)
Physcomitrella patens,55.857774,-3.341186,2003-07-27,POINT (-3.341186 55.857774)
Physcomitrella patens,51.554125,-0.486914,1983,POINT (-0.486914 51.554125)
Physcomitrella patens,52.308054,1.084154,2004-10-30,POINT (1.084154 52.308054)
Physcomitrella patens,50.101079,-5.588228,2018-08-24,POINT (-5.588228 50.101079)
Physcomitrella patens,51.067687,0.374978,2001-10-25,POINT (0.374978 51.067687)
Physcomitrella patens,52.304259,0.288712,2006-10-18,POINT (0.288712 52.304259)
Physcomitrella patens,53.986065,-1.658361,2003-10-07,POINT (-1.658361 53.986065)
Physcomitrella patens,51.0248,-0.477831,2011-10-05,POINT (-0.477831 51.0248)
Physcomitrella patens,52.552821,-1.927689,1895,POINT (-1.927689 52.552821)
Physcomitrella patens,50.717947,-4.219793,2004-10-12,POINT (-4.219793 50.717947)
Physcomitrella patens,52.178644,-0.14404,,POINT (-0.14404 52.178644)
Physcomitrella patens,52.178644,-0.14404,1978-03-04,POINT (-0.14404 52.178644)
Physcomitrella patens,52.178644,-0.14404,1959-02-21,POINT (-0.14404 52.178644)
Physcomitrella patens,53.240947,-2.083121,1994-09-23,POINT (-2.083121 53.240947)
Physcomitrella patens,53.240497,-2.083869,1994-09-22,POINT (-2.083869 53.240497)
Physcomitrella patens,53.050291,-2.590704,1988,POINT (-2.590704 53.050291)
Physcomitrella patens,53.332466,-2.40257,,POINT (-2.40257 53.332466)
Physcomitrella patens,53.229234,-2.116054,1988,POINT (-2.116054 53.229234)
Physcomitrella patens,51.336923,-2.633726,2021-08-22,POINT (-2.633726 51.336923)
Physcomitrella patens,51.03382,3.79162,2025-12-07,POINT (3.79162 51.03382)
Physcomitrella patens,50.88773,3.43812,2025-09-23,POINT (3.43812 50.88773)
Physcomitrella patens,51.04281,3.7915,2025-11-09,POINT (3.7915 51.04281)
Physcomitrella patens,50.93531,4.85979,2025-09-06,POINT (4.85979 50.93531)
Physcomitrella patens,50.99489,3.35051,2025-09-20,POINT (3.35051 50.99489)
Physcomitrella patens,47.714013,20.760334,2021-08-13T12:18,POINT (20.760334 47.714013)
Physcomitrella patens,46.60111,13.51111,2023-09-24,POINT (13.51111 46.60111)
Physcomitrella patens,-41.15888,173.53172,2025-05-22,POINT (173.53172 -41.15888)
Physcomitrella patens,51.075179,0.380388,2025-11-23T14:55:59Z,POINT (0.380388 51.075179)
Physcomitrella patens,49.401497,8.518377,2021-11-11T13:58,POINT (8.518377 49.401497)
Physcomitrella patens,55.882678,12.542063,2021-10-16,POINT (12.542063 55.882678)
Physcomitrella patens,55.323694,8.925031,2020-09-15,POINT (8.925031 55.323694)
Physcomitrella patens,55.882722,12.542055,2021-10-16,POINT (12.542055 55.882722)
Physcomitrella patens,55.770513,12.527223,2025-10-01,POINT (12.527223 55.770513)
Physcomitrella patens,54.853162,10.72664,2021-06-23,POINT (10.72664 54.853162)
Physcomitrella patens,57.069855,8.768638,2023-09-19,POINT (8.768638 57.069855)
Physcomitrella patens,55.516708,11.768712,2019-09-15,POINT (11.768712 55.516708)
Physcomitrella patens,55.884799,12.53808,2023-08-19,POINT (12.53808 55.884799)
Physcomitrella patens,55.884701,12.538004,2021-10-16,POINT (12.538004 55.884701)
Physcomitrella patens,51.039662,3.788445,2025-11-09T12:30,POINT (3.788445 51.039662)
Physcomitrella patens,49.67413,10.831379,2025-10-22T19:56:39,POINT (10.831379 49.67413)
Physcomitrella patens,52.899012,28.699396,2025-10-20T13:29,POINT (28.699396 52.899012)
Physcomitrella patens,59.82465,17.59644,2025-10-18,POINT (17.59644 59.82465)
Physcomitrella patens,51.85,5.85,2025-10-18,POINT (5.85 51.85)
Physcomitrella patens,59.8215,17.59766,2025-10-07,POINT (17.59766 59.8215)
Physcomitrella patens,55.52728,13.89956,2025-10-11,POINT (13.89956 55.52728)
Physcomitrella patens,50.784904,4.407545,2025-09-29T13:55,POINT (4.407545 50.784904)
Physcomitrella patens,51.85,5.7,2025-09-21,POINT (5.7 51.85)
Physcomitrella patens,51.85,5.7,2025-09-20,POINT (5.7 51.85)
Physcomitrella patens,51.85,6.0,2025-09-13,POINT (6 51.85)
Physcomitrella patens,51.85,5.9,2025-09-12,POINT (5.9 51.85)
Physcomitrella patens,51.9,6.3,2025-09-03,POINT (6.3 51.9)
Physcomitrella patens,51.85,5.9,2025-09-07,POINT (5.9 51.85)
Physcomitrella patens,58.35796,15.62744,2025-08-29,POINT (15.62744 58.35796)
Physcomitrella patens,52.598826,-0.349933,2025-08-16T19:05:06,POINT (-0.349933 52.598826)
Physcomitrella patens,44.4,-123.316667,1994-09-23,POINT (-123.316667 44.4)
Physcomitrella patens,32.033333,-91.066667,1992-03-27,POINT (-91.066667 32.033333)
Physcomitrella patens,52.25,6.1,2025-07-29,POINT (6.1 52.25)
Physcomitrella patens,52.05,6.2,2025-07-25,POINT (6.2 52.05)
Physcomitrella patens,51.95,5.0,2025-08-02,POINT (5 51.95)
Physcomitrella patens,48.202199,12.137631,2025-08-05T15:52:11,POINT (12.137631 48.202199)
Physcomitrella patens,51.85,5.95,2025-07-11,POINT (5.95 51.85)
Physcomitrella patens,51.95,5.5,2025-06-25,POINT (5.5 51.95)
Physcomitrella patens,51.95,5.5,2025-06-25,POINT (5.5 51.95)
Physcomitrella patens,42.437398,-76.491629,1952-09-08,POINT (-76.491629 42.437398)
Physcomitrella patens,47.010505,7.034659,2024-09-03T14:21,POINT (7.034659 47.010505)
Physcomitrella patens,51.06077,4.94671,2024-10-20,POINT (4.94671 51.06077)
Physcomitrella patens,51.03521,4.41889,2024-09-29,POINT (4.41889 51.03521)
Physcomitrella patens,46.82,7.23,1927,POINT (7.23 46.82)
Physcomitrella patens,59.75627,17.63941,2025-04-06,POINT (17.63941 59.75627)
Physcomitrella patens,47.13473,9.51491,2024-10-29,POINT (9.51491 47.13473)
Physcomitrella patens,47.13473,9.51491,2024-10-11,POINT (9.51491 47.13473)
Physcomitrella patens,46.973,7.07724,2024-07-23,POINT (7.07724 46.973)
Physcomitrella patens,47.22582,9.45241,2024-10-29,POINT (9.45241 47.22582)
Physcomitrella patens,46.88225,6.88106,2024-09-17,POINT (6.88106 46.88225)
Physcomitrella patens,48.159221,16.209865,2016-06-11,POINT (16.209865 48.159221)
Physcomitrella patens,45.5,-73.6,1921-10,POINT (-73.6 45.5)
Physcomitrella patens,45.448003,-73.517415,1921-10,POINT (-73.517415 45.448003)
Physcomitrella patens,42.962779,-88.270999,1933-09-27,POINT (-88.270999 42.962779)
Physcomitrella patens,42.962779,-88.270999,1930-10-15,POINT (-88.270999 42.962779)
Physcomitrella patens,54.0,-2.0,,POINT (-2 54)
Physcomitrella patens,51.514125,-0.093689,1877-08-10,POINT (-0.093689 51.514125)
Physcomitrella patens,48.892172,-0.195272,,POINT (-0.195272 48.892172)
Physcomitrella patens,50.707803,-119.285045,2023-09-10T17:41,POINT (-119.285045 50.707803)
Physcomitrella patens,59.79133,17.66358,1995-10-05,POINT (17.66358 59.79133)
Physcomitrella patens,47.06102,6.68174,2020-09-07,POINT (6.68174 47.06102)
Physcomitrella patens,47.28441,8.39697,2023-11-17,POINT (8.39697 47.28441)
Physcomitrella patens,49.212948,-121.824459,2024-10-09T20:03,POINT (-121.824459 49.212948)
Physcomitrella patens,51.85,5.85,2015-09-22,POINT (5.85 51.85)
Physcomitrella patens,59.89656,17.55519,2024-10-08T10:23,POINT (17.55519 59.89656)
Physcomitrella patens,35.933333,139.733333,2010-11-18,POINT (139.733333 35.933333)
Physcomitrella patens,47.95,9.9,1994,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,2003-11,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,2008-09-30,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,2003-10-26,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,2003-09,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,1972-10,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,1983,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,2010-04-05,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,1988,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,1991,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,1967-08-10,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,2003-10-03,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,1967,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,1967-12,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,1992-10-11,POINT (9.9 47.95)
Physcomitrella patens,47.95,9.9,2008-08-04,POINT (9.9 47.95)
