species,decimalLatitude,decimalLongitude,eventDate,geometry
Folsomia candida,48.749019,9.24894,1995-11-03,POINT (9.24894 48.749019)
Folsomia candida,48.749019,9.24894,1995-11-03,POINT (9.24894 48.749019)
Folsomia candida,48.749019,9.24894,1995-11-03,POINT (9.24894 48.749019)
Folsomia candida,48.749019,9.24894,1995-11-03,POINT (9.24894 48.749019)
Folsomia candida,48.749019,9.24894,1995-11-03,POINT (9.24894 48.749019)
Folsomia candida,53.148528,8.748975,2011-04-15,POINT (8.748975 53.148528)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2000-08-10,POINT (10.248748 52.14864)
Folsomia candida,46.9,8.9,2013-09-01,POINT (8.9 46.9)
Folsomia candida,45.6,8.0,2013-09-01,POINT (8 45.6)
Folsomia candida,51.448716,6.582624,1986-06-29,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1986-03-26,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1986-09-29,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1986-09-29,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1987-03-02,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1986-12-30,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1987-08-10,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1987-07-15,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1987-08-31,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1987-09-12,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1987-11-16,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1986-09-29,POINT (6.582624 51.448716)
Folsomia candida,48.549061,11.4153,1997-03-12,POINT (11.4153 48.549061)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-05-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-05-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-06-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-06-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-06-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-06-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,51.448716,6.582624,1981-07-14,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1981-01-26,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1980-07-01,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1982-01-25,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1980-10-08,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1980-07-01,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1980-07-01,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1981-04-16,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1980-10-08,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1980-07-11,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1982-01-25,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1980-07-11,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1981-10-15,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1982-04-15,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1982-01-25,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1982-04-15,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1981-10-15,POINT (6.582624 51.448716)
Folsomia candida,51.448716,6.582624,1981-10-15,POINT (6.582624 51.448716)
Folsomia candida,52.948576,14.081473,1994-06-14,POINT (14.081473 52.948576)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,48.549061,11.4153,1995-03-30,POINT (11.4153 48.549061)
Folsomia candida,48.549061,11.4153,1997-03-12,POINT (11.4153 48.549061)
Folsomia candida,48.449072,11.415303,1997-03-12,POINT (11.415303 48.449072)
Folsomia candida,52.14864,10.248748,2004-06-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-05-10,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-06-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-06-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-06-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2004-09-21,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,52.14864,10.248748,2005-07-25,POINT (10.248748 52.14864)
Folsomia candida,48.549028,7.749151,2007-04-13,POINT (7.749151 48.549028)
Folsomia candida,48.549028,7.749151,2007-09-24,POINT (7.749151 48.549028)
Folsomia candida,49.148969,8.58236,2007-04-10,POINT (8.58236 49.148969)
Folsomia candida,49.148969,8.58236,2008-10-10,POINT (8.58236 49.148969)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1994-04-06,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1994-04-06,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1997-03-12,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1991-06-10,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,49.148969,8.58236,2008-04-23,POINT (8.58236 49.148969)
Folsomia candida,48.549028,7.749151,2007-04-13,POINT (7.749151 48.549028)
Folsomia candida,49.148969,8.58236,2007-09-20,POINT (8.58236 49.148969)
Folsomia candida,48.549028,7.749151,2007-09-24,POINT (7.749151 48.549028)
Folsomia candida,49.148969,8.58236,2007-04-10,POINT (8.58236 49.148969)
Folsomia candida,49.148969,8.58236,2008-04-23,POINT (8.58236 49.148969)
Folsomia candida,48.549028,7.749151,2007-09-24,POINT (7.749151 48.549028)
Folsomia candida,49.148969,8.58236,2008-10-10,POINT (8.58236 49.148969)
Folsomia candida,49.148969,8.58236,2008-04-23,POINT (8.58236 49.148969)
Folsomia candida,48.549028,7.749151,2007-09-24,POINT (7.749151 48.549028)
Folsomia candida,49.148969,8.58236,2008-04-23,POINT (8.58236 49.148969)
Folsomia candida,49.148969,8.58236,2007-09-20,POINT (8.58236 49.148969)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.549061,11.4153,1997-03-12,POINT (11.4153 48.549061)
Folsomia candida,48.549061,11.4153,1997-03-12,POINT (11.4153 48.549061)
Folsomia candida,48.449072,11.415303,1991-06-10,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.549061,11.4153,1996-04-03,POINT (11.4153 48.549061)
Folsomia candida,48.549061,11.4153,1996-04-03,POINT (11.4153 48.549061)
Folsomia candida,49.148969,8.58236,2007-04-10,POINT (8.58236 49.148969)
Folsomia candida,49.148969,8.58236,2007-04-10,POINT (8.58236 49.148969)
Folsomia candida,48.549028,7.749151,2007-04-13,POINT (7.749151 48.549028)
Folsomia candida,49.148969,8.58236,2007-04-10,POINT (8.58236 49.148969)
Folsomia candida,49.148969,8.58236,2007-04-10,POINT (8.58236 49.148969)
Folsomia candida,48.549028,7.749151,2007-09-24,POINT (7.749151 48.549028)
Folsomia candida,48.549028,7.749151,2007-04-13,POINT (7.749151 48.549028)
Folsomia candida,48.549028,7.749151,2007-04-13,POINT (7.749151 48.549028)
Folsomia candida,48.549061,11.4153,1995-03-30,POINT (11.4153 48.549061)
Folsomia candida,48.449072,11.415303,1996-04-03,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1994-04-06,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1991-08-06,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1992-06-15,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1992-06-15,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1991-06-10,POINT (11.415303 48.449072)
Folsomia candida,52.548617,13.414919,1977-08-01,POINT (13.414919 52.548617)
Folsomia candida,52.548617,13.414919,1977-08-01,POINT (13.414919 52.548617)
Folsomia candida,48.649052,11.581942,1990-04-26,POINT (11.581942 48.649052)
Folsomia candida,51.848674,9.582183,2000-07-19,POINT (9.582183 51.848674)
Folsomia candida,50.748791,7.249197,1987-02-12,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-03-27,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-03-27,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-07-22,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1986-03-17,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-03-27,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-09-25,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-08-22,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-06-22,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-03-27,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-04-22,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-02-12,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1986-03-17,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-09-25,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-11-25,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1986-03-17,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-04-22,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-11-25,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-10-25,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-03-27,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1986-03-17,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1986-03-17,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1986-03-17,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1986-01-27,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-06-22,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-03-27,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-12-27,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-07-22,POINT (7.249197 50.748791)
Folsomia candida,50.748791,7.249197,1987-05-22,POINT (7.249197 50.748791)
Folsomia candida,48.449072,11.415303,1997-03-12,POINT (11.415303 48.449072)
Folsomia candida,48.549061,11.4153,1996-04-03,POINT (11.4153 48.549061)
Folsomia candida,48.549061,11.4153,1996-04-03,POINT (11.4153 48.549061)
Folsomia candida,48.549061,11.4153,1996-04-03,POINT (11.4153 48.549061)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1995-03-30,POINT (11.415303 48.449072)
Folsomia candida,48.449072,11.415303,1997-03-12,POINT (11.415303 48.449072)
Folsomia candida,52.25,4.8,2023-01-30,POINT (4.8 52.25)
Folsomia candida,49.786418,6.160749,2022-11-10T17:58,POINT (6.160749 49.786418)
Folsomia candida,49.786418,6.160749,2022-11-10T18:03,POINT (6.160749 49.786418)
Folsomia candida,53.16454,8.199776,2007-12-14T19:15,POINT (8.199776 53.16454)
Folsomia candida,50.803677,2.464556,2015-02-07T16:10,POINT (2.464556 50.803677)
Folsomia candida,43.10006,-1.37149,2019-01-01/2019-12-31,POINT (-1.37149 43.10006)
Folsomia candida,43.34294,-1.18436,2019-01-01/2019-12-31,POINT (-1.18436 43.34294)
Folsomia candida,43.46922,-1.55211,2019-01-01/2019-12-31,POINT (-1.55211 43.46922)
Folsomia candida,38.335873,-90.205284,2009-10-14/2009-10-16,POINT (-90.205284 38.335873)
Folsomia candida,60.61971,16.77484,2021-04-25,POINT (16.77484 60.61971)
Folsomia candida,58.983026,10.02033,2022-01-27,POINT (10.02033 58.983026)
Folsomia candida,44.9156,-93.2407,2016-07-11,POINT (-93.2407 44.9156)
Folsomia candida,59.022756,9.970338,2021-05-03,POINT (9.970338 59.022756)
Folsomia candida,47.99478,-0.40368,2002,POINT (-0.40368 47.99478)
Folsomia candida,59.41627,24.80447,2013-09,POINT (24.80447 59.41627)
Folsomia candida,18.964167,-99.099722,1979-01-14,POINT (-99.099722 18.964167)
Folsomia candida,5.516667,-87.066667,1996-07-03,POINT (-87.066667 5.516667)
Folsomia candida,20.015833,-97.583611,1991-02-13,POINT (-97.583611 20.015833)
Folsomia candida,20.2,-98.733333,1998-02-28,POINT (-98.733333 20.2)
Folsomia candida,23.5925,-104.063056,1985-05-22,POINT (-104.063056 23.5925)
Folsomia candida,19.221944,-99.2025,1986-10-12,POINT (-99.2025 19.221944)
Folsomia candida,19.541428,-96.87345,1995-03-16,POINT (-96.87345 19.541428)
Folsomia candida,19.083333,-99.3,1976-06-09,POINT (-99.3 19.083333)
Folsomia candida,18.970556,-99.050278,1979-12-20,POINT (-99.050278 18.970556)
Folsomia candida,20.461111,-102.094167,1983-04-05,POINT (-102.094167 20.461111)
Folsomia candida,18.970556,-99.050278,1977-12-20,POINT (-99.050278 18.970556)
Folsomia candida,18.970556,-99.050278,1978-05-21,POINT (-99.050278 18.970556)
Folsomia candida,19.370833,-98.72,1993-01-01,POINT (-98.72 19.370833)
Folsomia candida,20.2,-98.733333,1978-11-19,POINT (-98.733333 20.2)
Folsomia candida,19.370833,-98.72,1996-10-01,POINT (-98.72 19.370833)
Folsomia candida,18.970556,-99.050278,1977-09-02,POINT (-99.050278 18.970556)
Folsomia candida,18.970556,-99.050278,1978-05-07,POINT (-99.050278 18.970556)
Folsomia candida,20.65,-98.656389,1977-04-03,POINT (-98.656389 20.65)
Folsomia candida,19.193889,-100.133889,1979-09-25,POINT (-100.133889 19.193889)
Folsomia candida,18.556389,-99.605,1980-08-04,POINT (-99.605 18.556389)
Folsomia candida,17.25,-88.766667,1999-01-13,POINT (-88.766667 17.25)
Folsomia candida,19.370833,-98.72,1993-01-01,POINT (-98.72 19.370833)
Folsomia candida,19.190283,-97.077233,1984-12-05,POINT (-97.077233 19.190283)
Folsomia candida,20.015833,-97.583611,1991-02-13,POINT (-97.583611 20.015833)
Folsomia candida,16.555833,-98.772222,2012-04-14,POINT (-98.772222 16.555833)
Folsomia candida,40.7777,-73.9745,,POINT (-73.9745 40.7777)
Folsomia candida,-43.6658,172.2645,2014-11-01,POINT (172.2645 -43.6658)
Folsomia candida,-43.6658,172.2645,2014-11-01,POINT (172.2645 -43.6658)
Folsomia candida,-43.6658,172.2645,2015-05-01,POINT (172.2645 -43.6658)
Folsomia candida,-37.9,175.0,2010-01-01,POINT (175 -37.9)
Folsomia candida,-41.3,173.2,2010-01-01,POINT (173.2 -41.3)
Folsomia candida,-43.6658,172.2645,2015-05-01,POINT (172.2645 -43.6658)
Folsomia candida,51.510647,-2.598669,1963-12-31,POINT (-2.598669 51.510647)
Folsomia candida,52.12745,-0.036596,2012-11-01,POINT (-0.036596 52.12745)
Folsomia candida,52.14542,-0.035806,2012-11-01,POINT (-0.035806 52.14542)
Folsomia candida,52.603038,-1.116243,2017-02-14,POINT (-1.116243 52.603038)
Folsomia candida,42.47816,3.02395,1980-01-01/1980-12-31,POINT (3.02395 42.47816)
Folsomia candida,44.12591,7.26453,2013-10-28,POINT (7.26453 44.12591)
Folsomia candida,44.11639,7.27083,2013-10-28,POINT (7.27083 44.11639)
Folsomia candida,44.11704,7.27871,2009-06-11,POINT (7.27871 44.11704)
Folsomia candida,44.11704,7.27871,2009-06-11,POINT (7.27871 44.11704)
Folsomia candida,44.11704,7.27871,2009-06-11,POINT (7.27871 44.11704)
Folsomia candida,47.08604,6.10001,2013-04-16,POINT (6.10001 47.08604)
Folsomia candida,47.09344,6.08488,2013-04-16,POINT (6.08488 47.09344)
Folsomia candida,47.08473,6.09368,2013-04-16,POINT (6.09368 47.08473)
Folsomia candida,44.117,7.27871,2009-06-11T00:00,POINT (7.27871 44.117)
Folsomia candida,44.117,7.27871,2009-06-11T00:00,POINT (7.27871 44.117)
Folsomia candida,41.5672,-76.6377,2016-01-01,POINT (-76.6377 41.5672)
Folsomia candida,-33.6165,151.3011,2015-04-01,POINT (151.3011 -33.6165)
Folsomia candida,54.9642,-1.6831,2013-01-01,POINT (-1.6831 54.9642)
Folsomia candida,35.99796,-94.19223,1959-09-09,POINT (-94.19223 35.99796)
Folsomia candida,37.15978,-85.6658,1949-11-05,POINT (-85.6658 37.15978)
Folsomia candida,53.5797,-3.0883,2019-07-01,POINT (-3.0883 53.5797)
Folsomia candida,49.465,0.20608,2011-12-06,POINT (0.20608 49.465)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,48.698086,19.581015,,POINT (19.581015 48.698086)
Folsomia candida,52.134052,5.554136,,POINT (5.554136 52.134052)
Folsomia candida,48.698086,19.581015,2013-11-18,POINT (19.581015 48.698086)
Folsomia candida,56.001186,9.378671,,POINT (9.378671 56.001186)
Folsomia candida,36.767387,137.46935,,POINT (137.46935 36.767387)
Folsomia candida,46.64237,2.194024,1983-01-01,POINT (2.194024 46.64237)
Folsomia candida,51.166,10.459,,POINT (10.459 51.166)
Folsomia candida,51.166,10.459,,POINT (10.459 51.166)
Folsomia candida,51.166,10.459,,POINT (10.459 51.166)
Folsomia candida,57.55048,-98.4168,,POINT (-98.4168 57.55048)
Folsomia candida,57.55048,-98.4168,,POINT (-98.4168 57.55048)
Folsomia candida,57.55048,-98.4168,,POINT (-98.4168 57.55048)
Folsomia candida,57.55048,-98.4168,,POINT (-98.4168 57.55048)
Folsomia candida,57.55048,-98.4168,,POINT (-98.4168 57.55048)
Folsomia candida,57.55048,-98.4168,,POINT (-98.4168 57.55048)
Folsomia candida,55.987262,12.25085,2016-12-31,POINT (12.25085 55.987262)
Folsomia candida,54.980493,12.539007,2016-12-31,POINT (12.539007 54.980493)
Folsomia candida,60.209246,5.536491,1999-06-25,POINT (5.536491 60.209246)
Folsomia candida,58.136951,7.187112,1994-04-23,POINT (7.187112 58.136951)
Folsomia candida,59.917301,10.61817,1981-03-01,POINT (10.61817 59.917301)
Folsomia candida,59.887706,10.76662,2008-04-23,POINT (10.76662 59.887706)
Folsomia candida,60.209035,5.537326,2000-11-01,POINT (5.537326 60.209035)
Folsomia candida,60.209035,5.537326,2000-11-01,POINT (5.537326 60.209035)
Folsomia candida,59.8269,10.40279,2018-08-02,POINT (10.40279 59.8269)
Folsomia candida,52.4,4.6,2017-09-24,POINT (4.6 52.4)
Folsomia candida,50.9,5.95,2017-11-04,POINT (5.95 50.9)
Folsomia candida,41.743049,-92.722412,1989-03,POINT (-92.722412 41.743049)
Folsomia candida,38.77418,-27.2619,1989,POINT (-27.2619 38.77418)
Folsomia candida,37.75314,-25.32281,1957,POINT (-25.32281 37.75314)
Folsomia candida,39.47111,-31.14104,1957,POINT (-31.14104 39.47111)
Folsomia candida,39.46171,-31.1521,1957,POINT (-31.1521 39.46171)
Folsomia candida,37.75788,-25.33973,1957,POINT (-25.33973 37.75788)
Folsomia candida,37.75882,-25.40782,1957,POINT (-25.40782 37.75882)
Folsomia candida,39.46641,-31.14657,1957,POINT (-31.14657 39.46641)
Folsomia candida,37.76231,-25.33396,1957,POINT (-25.33396 37.76231)
Folsomia candida,37.7533,-25.33416,1957,POINT (-25.33416 37.7533)
Folsomia candida,37.75764,-25.32271,1957,POINT (-25.32271 37.75764)
Folsomia candida,37.74887,-25.33994,1957,POINT (-25.33994 37.74887)
Folsomia candida,37.74871,-25.32859,1957,POINT (-25.32859 37.74871)
Folsomia candida,37.76681,-25.33386,1957,POINT (-25.33386 37.76681)
Folsomia candida,37.75796,-25.34541,1957,POINT (-25.34541 37.75796)
Folsomia candida,37.76247,-25.34531,1957,POINT (-25.34531 37.76247)
Folsomia candida,37.76673,-25.32818,1957,POINT (-25.32818 37.76673)
Folsomia candida,37.76215,-25.32261,1957,POINT (-25.32261 37.76215)
Folsomia candida,37.75432,-25.40792,1957,POINT (-25.40792 37.75432)
Folsomia candida,37.76239,-25.33963,1957,POINT (-25.33963 37.76239)
Folsomia candida,37.75338,-25.33983,1957,POINT (-25.33983 37.75338)
Folsomia candida,37.74863,-25.32292,1957,POINT (-25.32292 37.74863)
Folsomia candida,37.7578,-25.33406,1957,POINT (-25.33406 37.7578)
Folsomia candida,37.75772,-25.32839,1957,POINT (-25.32839 37.75772)
Folsomia candida,39.45231,-31.16316,1957,POINT (-31.16316 39.45231)
Folsomia candida,39.45701,-31.15763,1957,POINT (-31.15763 39.45701)
Folsomia candida,39.47132,-31.13524,1957,POINT (-31.13524 39.47132)
Folsomia candida,39.4662,-31.15237,1957,POINT (-31.15237 39.4662)
Folsomia candida,37.74879,-25.33426,1957,POINT (-25.33426 37.74879)
Folsomia candida,39.46662,-31.14077,1957,POINT (-31.14077 39.46662)
Folsomia candida,37.76223,-25.32829,1957,POINT (-25.32829 37.76223)
Folsomia candida,39.4568,-31.16343,1957,POINT (-31.16343 39.4568)
Folsomia candida,37.75322,-25.32849,1957,POINT (-25.32849 37.75322)
Folsomia candida,39.4615,-31.1579,1957,POINT (-31.1579 39.4615)
Folsomia candida,37.75346,-25.34551,1957,POINT (-25.34551 37.75346)
Folsomia candida,37.76689,-25.33953,1957,POINT (-25.33953 37.76689)
Folsomia candida,39.02724,-27.97332,1989,POINT (-27.97332 39.02724)
Folsomia candida,37.79347,-25.65694,1989,POINT (-25.65694 37.79347)
Folsomia candida,37.75223,-25.26041,1979,POINT (-25.26041 37.75223)
Folsomia candida,37.76091,-25.2375,1979,POINT (-25.2375 37.76091)
Folsomia candida,37.7519,-25.23771,1979,POINT (-25.23771 37.7519)
Folsomia candida,37.74781,-25.26619,1979,POINT (-25.26619 37.74781)
Folsomia candida,37.76558,-25.24874,1979,POINT (-25.24874 37.76558)
