LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169797	3418	Moss: potential to dominate vegetation cover	7243	Bryophyte: Species potential to dominate vegetation cover	dominants	species not dominant											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169798	3419	Moss: arrangement of antheridia and archegonia on gametohytes	7244	Bryophyte: arrangement of antheridia and archegonia on gametohytes	dist_gamet	Monoicous											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169799	3420	Moss: arrangement of antheridia and archegonia on monoicous gametohytes	7245	Bryophyte: Arrangement of antheridia and archegonia on monoicous gametohytes	dist_gamet2	Autoicous											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169800	3421	Moss: seta length	7246	Bryophyte: seta length	seta_length	0.2-2 cm											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169801	3422	Moss: position of the capsule on the seta	7247	Bryophyte: position of the capsule on the seta	capsule_pos	erect											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169802	3423	Moss: capsule with peristome or not	7248	Bryophyte: capsule with peristome or not	capsule_peris	with peristome											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169803	764	Moss and fern spore width	1684	Fern  and moss spore width (diameter)	spores	42	micro m	Mean									Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169804	3425	Moss: fruiting frequency	7250	Bryophyte: Fruiting frequency	fruit_freq	frequent											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169805	3426	Moss: fruiting season	7251	Bryophyte: Fruiting season	fruit_seas	spring to summer											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169806	3427	Moss: vegetative regeneration	7252	Bryophyte: Vegetative regeneration: tubers	veg_tub	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169807	3427	Moss: vegetative regeneration	7253	Bryophyte: Vegetative regeneration: gemmae	veg_gem	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169808	3427	Moss: vegetative regeneration	7254	Bryophyte: Vegetative regeneration: bulbils	veg_bulb	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169809	3427	Moss: vegetative regeneration	7255	Bryophyte: Vegetative regeneration: branches	veg_bran	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169810	3427	Moss: vegetative regeneration	7256	Bryophyte: Vegetative regeneration:  leaves	veg_leav	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169784	1134	Species environmental indicator value according to Ellenberg: pH 	2078	Ellenberg indicator value: pH (reaction)	ind_R	9	dimensionless	Single				9	dimensionless			1.16314	Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta spathulata	314980	Encalypta spathulata	2954582	27169780	1131	Species environmental indicator value according to Ellenberg: light	1953	Ellenberg indicator value: Light	ind_L	5	dimensionless	Single				5	dimensionless			0.274379	Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169815	1136	Species environmental indicator value according to Ellenberg: temperature	2244	Ellenberg indicator value: temperature	ind_T	Ind	dimensionless	Single					dimensionless				Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169817	1132	Species environmental indicator value according to Ellenberg: moisture	2077	Ellenberg indicator value: Moisture	ind_F	5	dimensionless	Single				5	dimensionless			0.624879	Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169825	3411	Moss: plant growth form (morphological)	7235	Bryophyte: growth form: morphological	growth_form	orthotroplagiotrop											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646	orthotrop: stems stand up vertically from the substrate; plagiotrop: shoots close to substrate, differentiation into main and lateral shoots; include thalloid bryophytes		
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169827	3413	Moss: shoot length	7237	Bryophyte: Shoot length	shoot_length	6	cm	Mean									Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169828	3414	Moss: plant life form	7238	Bryophyte: Plant life form for bryophytes	life_form	turf											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169829	3415	Moss: life strategy according to During (1979)	7239	Bryophyte: Species life strategy according to During (1979) (1)	life_strat	perennial stayer											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169830	3416	Moss: protonema persistence	7241	Bryophyte: Species protonema persistence (bryophytes)	protonema	without permanent protonema											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169831	3417	Moss: potentially hyaline hairpoint	7242	Bryophyte: Species with potentially hyaline hairpoint (bryophytes)	hyalin_hairp	without hyaline hairpoint											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169832	3418	Moss: potential to dominate vegetation cover	7243	Bryophyte: Species potential to dominate vegetation cover	dominants	species not dominant											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169833	3419	Moss: arrangement of antheridia and archegonia on gametohytes	7244	Bryophyte: arrangement of antheridia and archegonia on gametohytes	dist_gamet	Dioicous											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169834	3421	Moss: seta length	7246	Bryophyte: seta length	seta_length	0.2-2 cm											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169835	3422	Moss: position of the capsule on the seta	7247	Bryophyte: position of the capsule on the seta	capsule_pos	erect											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169836	3423	Moss: capsule with peristome or not	7248	Bryophyte: capsule with peristome or not	capsule_peris	with peristome											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169837	764	Moss and fern spore width	1684	Fern  and moss spore width (diameter)	spores	12	micro m	Mean									Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169838	3424	Moss and fern spore ornamentation	7249	Fern and moss spore ornamentation	ornament	flat											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169839	3425	Moss: fruiting frequency	7250	Bryophyte: Fruiting frequency	fruit_freq	very rare											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169840	3426	Moss: fruiting season	7251	Bryophyte: Fruiting season	fruit_seas	spring											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169841	3427	Moss: vegetative regeneration	7252	Bryophyte: Vegetative regeneration: tubers	veg_tub	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169842	3427	Moss: vegetative regeneration	7253	Bryophyte: Vegetative regeneration: gemmae	veg_gem	ocurring											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169843	3427	Moss: vegetative regeneration	7254	Bryophyte: Vegetative regeneration: bulbils	veg_bulb	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169844	3427	Moss: vegetative regeneration	7255	Bryophyte: Vegetative regeneration: branches	veg_bran	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169845	3427	Moss: vegetative regeneration	7256	Bryophyte: Vegetative regeneration:  leaves	veg_leav	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169818	1134	Species environmental indicator value according to Ellenberg: pH 	2078	Ellenberg indicator value: pH (reaction)	ind_R	8	dimensionless	Single				8	dimensionless			0.789523	Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169814	1131	Species environmental indicator value according to Ellenberg: light	1953	Ellenberg indicator value: Light	ind_L	5	dimensionless	Single				5	dimensionless			0.274379	Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Encalypta streptocarpa	314981	Encalypta streptocarpa	2954583	27169819	1133	Species environmental indicator value according to Ellenberg: nitrogen	1954	Ellenberg indicator value: nitrogen (nutrients)	ind_N	2	dimensionless	Single				2	dimensionless			1.09343	Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170577	1136	Species environmental indicator value according to Ellenberg: temperature	2244	Ellenberg indicator value: temperature	ind_T	Ind	dimensionless	Single					dimensionless				Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170579	1132	Species environmental indicator value according to Ellenberg: moisture	2077	Ellenberg indicator value: Moisture	ind_F	6	dimensionless	Single				6	dimensionless			0.432867	Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170587	3411	Moss: plant growth form (morphological)	7235	Bryophyte: growth form: morphological	growth_form	orthotroplagiotrop											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646	orthotrop: stems stand up vertically from the substrate; plagiotrop: shoots close to substrate, differentiation into main and lateral shoots; include thalloid bryophytes		
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170589	3413	Moss: shoot length	7237	Bryophyte: Shoot length	shoot_length	3	cm	Mean									Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170590	3414	Moss: plant life form	7238	Bryophyte: Plant life form for bryophytes	life_form	turf											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170591	3415	Moss: life strategy according to During (1979)	7239	Bryophyte: Species life strategy according to During (1979) (1)	life_strat	fugitive											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170592	3416	Moss: protonema persistence	7241	Bryophyte: Species protonema persistence (bryophytes)	protonema	without permanent protonema											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170593	3417	Moss: potentially hyaline hairpoint	7242	Bryophyte: Species with potentially hyaline hairpoint (bryophytes)	hyalin_hairp	without hyaline hairpoint											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170594	3418	Moss: potential to dominate vegetation cover	7243	Bryophyte: Species potential to dominate vegetation cover	dominants	species not dominant											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170595	3419	Moss: arrangement of antheridia and archegonia on gametohytes	7244	Bryophyte: arrangement of antheridia and archegonia on gametohytes	dist_gamet	Monoicous											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170596	3420	Moss: arrangement of antheridia and archegonia on monoicous gametohytes	7245	Bryophyte: Arrangement of antheridia and archegonia on monoicous gametohytes	dist_gamet2	Autoicous											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170597	3421	Moss: seta length	7246	Bryophyte: seta length	seta_length	2-5 cm											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170598	3422	Moss: position of the capsule on the seta	7247	Bryophyte: position of the capsule on the seta	capsule_pos	erect to inclined											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170599	3423	Moss: capsule with peristome or not	7248	Bryophyte: capsule with peristome or not	capsule_peris	with peristome											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170600	764	Moss and fern spore width	1684	Fern  and moss spore width (diameter)	spores	19	micro m	Mean									Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170601	3424	Moss and fern spore ornamentation	7249	Fern and moss spore ornamentation	ornament	flat											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170602	3425	Moss: fruiting frequency	7250	Bryophyte: Fruiting frequency	fruit_freq	common											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170603	3426	Moss: fruiting season	7251	Bryophyte: Fruiting season	fruit_seas	autumn to winter											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
Bernhardt-Römermann	Markus	450	BryForTrait – a life-history trait database of forest bryophytes	Funaria hygrometrica	321807	Funaria hygrometrica	2954605	27170604	3427	Moss: vegetative regeneration	7252	Bryophyte: Vegetative regeneration: tubers	veg_tub	unknown											Bernhardt&#8208;Römermann M, Poschlod P, Hentschel J. BryForTrait – A life&#8208;history trait database of forest bryophytes. J Veg Sci. 2018;29:798–800. https://doi.org/10.1111/jvs.12646			
